symbol,name,entry_date,entry_price,qty,primary_outcome,hold_days,gross_pnl,n_exits,first_exit_date,first_exit_reason,first_exit_price
319400,현대무벡스,2025-06-20,4750,100,tp_only,3,+23845,3,2025-06-23,tp1,4892
319400,현대무벡스,2025-09-25,8780,100,sl_only,1,-13170,1,2025-09-26,stop_loss,8648
319400,현대무벡스,2025-10-01,9290,100,sl_only,1,-13935,1,2025-10-02,stop_loss,9151
319400,현대무벡스,2025-12-01,9550,100,tp_only,1,+47941,3,2025-12-02,tp1,9836
319400,현대무벡스,2025-12-26,19120,100,tp_only,3,+95982,3,2025-12-29,tp1,19694
319400,현대무벡스,2026-03-06,32000,100,sl_only,3,-48000,1,2026-03-09,stop_loss,31520
319400,현대무벡스,2026-03-16,30150,100,tp_only,1,+151353,3,2026-03-17,tp1,31054
066570,LG전자,2025-10-28,89100,100,sl_only,2,-133650,1,2025-10-30,stop_loss,87764
066570,LG전자,2025-11-11,90300,100,tp_only,1,+238392,2,2025-11-12,tp1,93009
066570,LG전자,2026-01-06,94000,100,sl_only,1,-141000,1,2026-01-07,stop_loss,92590
066570,LG전자,2026-02-20,120300,100,tp_only,3,+603906,3,2026-02-23,tp1,123909
090710,휴림로봇,2024-03-22,3300,100,tp_only,3,+16566,3,2024-03-25,tp1,3399
090710,휴림로봇,2024-05-09,3100,100,tp_only,1,+15562,3,2024-05-10,tp1,3193
090710,휴림로봇,2024-05-21,3055,100,sl_only,1,-4582,1,2024-05-22,stop_loss,3009
090710,휴림로봇,2024-06-07,3240,100,sl_only,3,-4860,1,2024-06-10,stop_loss,3191
090710,휴림로봇,2024-10-30,1235,100,tp_then_sl,1,+2631,3,2024-10-31,tp1,1272
090710,휴림로봇,2024-11-08,1264,100,sl_only,3,-1896,1,2024-11-11,stop_loss,1245
090710,휴림로봇,2024-11-26,1628,100,tp_then_sl,1,-24,2,2024-11-27,tp1,1677
090710,휴림로봇,2025-01-03,1757,100,sl_only,3,-2636,1,2025-01-06,stop_loss,1731
090710,휴림로봇,2025-02-19,2845,100,tp_then_sl,1,-43,2,2025-02-20,tp1,2930
090710,휴림로봇,2025-02-24,2730,100,sl_only,1,-4095,1,2025-02-25,stop_loss,2689
090710,휴림로봇,2025-03-12,2265,100,sl_only,1,-3397,1,2025-03-13,stop_loss,2231
090710,휴림로봇,2025-03-17,2230,100,sl_only,1,-3345,1,2025-03-18,stop_loss,2197
090710,휴림로봇,2025-06-24,2575,100,tp_then_sl,1,+5485,3,2025-06-25,tp1,2652
090710,휴림로봇,2025-09-19,3530,100,tp_only,3,+3495,1,2025-09-22,tp1,3636
090710,휴림로봇,2025-10-20,4745,100,tp_only,1,+23820,3,2025-10-21,tp1,4887
090710,휴림로봇,2025-12-16,6290,100,sl_only,1,-9435,1,2025-12-17,stop_loss,6196
090710,휴림로봇,2025-12-24,6350,100,tp_only,2,+31877,3,2025-12-26,tp1,6540
090710,휴림로봇,2026-01-05,8340,100,tp_then_sl,1,-125,2,2026-01-06,tp1,8590
090710,휴림로봇,2026-01-19,14200,100,tp_only,1,+71284,3,2026-01-20,tp1,14626
090710,휴림로봇,2026-01-27,14990,100,tp_only,1,+75250,3,2026-01-28,tp1,15440
090710,휴림로봇,2026-02-11,14760,100,sl_only,1,-22140,1,2026-02-12,stop_loss,14539
090710,휴림로봇,2026-02-24,14710,100,tp_only,1,+73844,3,2026-02-25,tp1,15151
090710,휴림로봇,2026-03-18,13800,100,tp_only,1,+69276,3,2026-03-19,tp1,14214
090710,휴림로봇,2026-04-30,13510,100,sl_only,4,-20265,1,2026-05-04,stop_loss,13307
090710,휴림로봇,2026-05-11,12840,100,tp_only,1,+64457,3,2026-05-12,tp1,13225
010170,대한광통신,2024-05-09,1067,100,tp_only,1,+2817,2,2024-05-10,tp1,1099
010170,대한광통신,2024-05-21,1076,100,sl_only,1,-1614,1,2024-05-22,stop_loss,1060
010170,대한광통신,2024-05-27,1114,100,sl_only,1,-1671,1,2024-05-28,stop_loss,1097
010170,대한광통신,2025-02-10,936,100,sl_only,1,-1404,1,2025-02-11,stop_loss,922
010170,대한광통신,2025-04-24,591,100,sl_only,1,-887,1,2025-04-25,stop_loss,582
010170,대한광통신,2025-05-13,594,100,tp_then_sl,1,-9,2,2025-05-14,tp1,612
010170,대한광통신,2025-05-21,598,100,sl_only,1,-897,1,2025-05-22,stop_loss,589
010170,대한광통신,2025-07-16,991,100,sl_only,1,-1487,1,2025-07-17,stop_loss,976
010170,대한광통신,2025-08-06,1096,100,sl_only,1,-1644,1,2025-08-07,stop_loss,1080
010170,대한광통신,2025-09-05,1255,100,sl_only,3,-1883,1,2025-09-08,stop_loss,1236
010170,대한광통신,2025-12-10,2022,100,tp_only,1,+10150,3,2025-12-11,tp1,2083
010170,대한광통신,2026-01-09,3010,100,tp_only,3,+15110,3,2026-01-12,tp1,3100
010170,대한광통신,2026-02-12,3450,100,tp_only,1,+17319,3,2026-02-13,tp1,3554
010170,대한광통신,2026-02-23,4140,100,tp_only,1,+20783,3,2026-02-24,tp1,4264
010170,대한광통신,2026-04-14,21650,100,sl_only,1,-32475,1,2026-04-15,stop_loss,21325
003280,흥아해운,2025-03-25,1711,100,sl_only,1,-2566,1,2025-03-26,stop_loss,1685
003280,흥아해운,2025-06-18,2385,100,sl_only,1,-3578,1,2025-06-19,stop_loss,2349
003280,흥아해운,2026-03-06,2980,100,sl_only,3,-4470,1,2026-03-09,stop_loss,2935
003280,흥아해운,2026-03-24,3100,100,tp_only,1,+15562,3,2026-03-25,tp1,3193
003280,흥아해운,2026-04-02,3720,100,tp_only,1,+18674,3,2026-04-03,tp1,3832
003280,흥아해운,2026-04-21,3320,100,sl_only,1,-4980,1,2026-04-22,stop_loss,3270
012200,계양전기,2025-01-10,1668,100,sl_only,5,-2502,1,2025-01-15,stop_loss,1643
